zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
37952,1565.155663257242,3188.704332674739,-200.63443,119.69185,-3.590749,31.953747,9.979258,15.293264,0.6465812,0.23592469,-4.4701905,-2.3123806,-5.261341,-2.478391,-6.041272,-0.79284066,-4.698357,-11.286766,-8.868494,-8.070287,-3.155758,0.33077022,country
45159,1537.7806406173008,3055.5581927022913,-213.623,117.20727,-21.87163,45.657173,-10.280001,5.0579867,-11.914,5.574865,-17.799597,0.1872568,-14.170546,-1.1572205,-10.3049555,-4.0669417,-6.63866,-5.4238033,-9.721564,-3.2093658,-4.456681,-9.155811,country
50013,1741.8884862826521,3791.309273491879,-137.86006,121.520035,-13.279321,43.328953,-10.695388,17.859846,-7.9500504,9.101155,-19.791092,9.44209,-19.604746,6.905621,-12.5497055,-0.76105213,-9.155741,1.459072,-8.294414,-3.742794,-6.868957,-0.47401866,country
74790,2898.787368032488,6400.052966421972,-20.817461,64.90752,6.7671013,26.357128,11.665423,13.18563,-1.9791069,8.582198,0.47289515,7.441096,-0.41490924,6.945586,3.6606066,2.0337164,0.6502081,4.382774,-2.802764,2.975754,-1.8402822,-2.3632526,country
57499,2407.9531761672592,5212.450718713747,-161.19608,74.76473,22.41922,46.011833,5.280713,25.11344,-0.57611626,10.385749,-6.833754,5.0545835,-0.7702397,1.403467,-6.0123224,-4.0147676,-4.7936554,-2.8704047,-4.9927034,-3.6065133,-7.5784073,-3.2216103,country
42453,1667.5169597765603,3439.733518525232,-141.01443,123.92111,-2.51038,27.954958,-0.004282374,1.2101256,-11.015174,-1.3653063,-7.0197535,-6.1295595,-5.1838574,-2.1625638,-4.598742,-2.3517385,-1.1944947,-3.968197,-4.2295647,-7.8093596,-1.6702604,-1.0921724,country
64589,1754.3169300488282,3504.9992749419953,-69.83627,124.2077,-32.482372,47.6898,1.4008869,22.60084,-8.7528515,21.427229,-15.660797,15.749121,-12.432543,9.573857,-9.047071,2.8958437,-3.1919303,5.826438,-5.6165805,4.1708198,0.11856426,-1.7212402,country
76810,2109.417730689385,3843.893255601073,-126.90666,103.49357,-31.897821,58.72884,-1.9615225,-3.1359189,-2.942937,0.36023772,-3.034348,-0.8273261,5.5868716,-10.137716,0.7289897,-1.6241794,-10.0569725,-5.2208104,-9.046826,-4.7467217,-1.0361562,-2.845108,country
35931,1214.2001323890852,2274.3092689602668,-171.242,160.48726,-17.805807,30.491003,7.5109696,-8.247462,-5.667516,0.13154957,-8.8350525,-2.6557035,0.71199805,-3.7818263,-6.502074,3.7801006,-5.4355664,-3.0836108,-6.254925,-1.9367636,-0.8390116,-1.4398493,country
33769,1138.970375102019,2118.197709723028,-256.0997,163.07938,-22.860847,26.92573,15.294624,-3.506047,4.2238126,-0.78757614,-9.461128,1.7529933,-4.4277163,-3.6453378,-4.2500978,-8.10834,-2.3792915,-5.1488204,-11.160198,-2.4134085,-0.54217404,-4.78059,country
104220,3191.2596105890007,6926.771206325955,12.145777,58.997505,0.93959534,26.743254,9.245794,3.563203,1.5272026,8.654258,1.00294,11.647983,-2.1983073,1.1939832,0.485301,4.4125214,-0.1838413,3.0693946,-1.1723118,4.571084,0.8877281,1.2992414,country
33089,1144.8885616291916,2223.7570353284514,-302.41068,150.1164,-3.713836,26.951956,-0.26141486,13.506062,7.233895,4.227106,1.7578517,6.5712256,-0.5007281,7.9061255,1.324704,0.47741747,0.08796775,-3.1984923,-1.8258463,0.878718,0.5783265,-3.1565683,country
71732,2157.483363148039,4478.689752211427,-42.18055,106.26461,-24.218506,44.675556,-12.344403,20.534286,-16.052774,18.492975,-18.786243,15.519278,-15.459702,8.954699,-9.982072,6.930359,-8.807148,4.5700965,-9.049452,1.0627075,-6.450736,-0.9850303,country
62762,1934.7410487910734,4048.308802204176,-99.33054,117.57579,-29.873356,40.84807,-15.25619,27.988762,-11.96253,13.341765,-11.372491,10.539091,-8.746651,8.420694,-6.8370347,0.446894,-5.309855,1.6531302,-7.3515162,0.5229783,-1.4633931,-5.921337,country
42395,1939.8088633748253,4126.805904237964,-148.98796,107.24361,11.189904,26.696136,11.397693,-3.8045833,14.0203285,-5.876819,-11.04849,2.7971048,-8.450597,3.1810462,-0.7678392,-12.403871,-6.2924423,-3.3005712,-8.160136,-6.5770025,-3.674575,-2.9715989,country
52340,1780.2063536153107,3875.043956641531,-143.05974,121.874374,-13.355456,47.767853,-12.669739,23.367556,-11.009171,18.85914,-13.707747,15.945983,-11.358795,10.289537,-6.009821,2.7351425,-9.286382,4.5098667,-8.319018,4.5253596,-6.0326614,-2.349009,country
30333,963.6542370411188,1754.931074173434,-229.05678,180.33003,4.537218,24.171103,1.0911466,4.015373,-6.0064845,1.9028627,-13.1290455,0.015983848,-13.500771,1.5909415,-13.4221525,-5.687341,-7.6039324,-9.792613,-3.785126,-4.7948523,-4.7134557,-2.9597533,country
23496,1495.5580556271152,3053.293292760296,-353.09116,110.67462,32.74345,24.189941,18.754097,5.926589,-1.7344856,3.8793368,-2.979119,-1.9010768,-2.8730125,-0.9832504,-6.486425,-4.247458,-3.7497633,-6.016767,-7.1876516,-2.5127833,-4.0373755,-3.4209437,country
32196,1397.855241234943,3101.2558797672564,-186.33116,135.86916,5.9504027,45.837704,-5.776935,22.777603,-12.992676,17.125881,-13.76287,9.738706,-8.365436,6.6548285,-9.085711,5.4227815,-6.856298,1.5570381,-8.555395,5.446114,-4.369898,-4.7165675,country
36396,1468.4574659783857,3212.660645664153,-164.78546,123.44315,4.224734,48.800877,-5.1533275,22.848051,-7.809704,19.288118,-11.021051,21.256645,-9.741071,5.161775,-6.1435294,5.4232306,-9.9207325,3.9091325,-7.3305373,1.3860327,-8.84382,-3.7325792,country
58197,1513.070955011675,2922.4536869199537,-118.21476,152.95572,-46.51243,31.121635,-17.298687,6.282561,-3.69624,13.058594,-13.1422205,15.704863,-13.088502,5.7085395,-10.694908,1.0137234,-6.7012067,2.5885413,-9.805691,0.1512793,-3.462106,-7.4151506,country
44548,1561.0425270580376,3175.33143081134,-148.36998,126.86573,-19.571285,52.87677,8.581609,17.882395,-8.099402,17.780605,-15.515441,13.506864,-10.964569,9.469387,-1.9210466,1.8825266,-2.6670916,3.389446,-3.5160544,2.1107843,2.0909736,-0.1105738,country
40903,1425.2797032637827,2981.1912023274363,-139.56085,128.79108,-20.232744,49.427704,-2.1633627,16.994392,-8.339965,9.827165,-20.141237,2.5050964,-11.247482,3.7663152,-6.415657,-3.3384721,-2.8918984,1.9810766,-4.188349,1.3808452,2.442315,-3.6160345,country
42341,1470.2190431491572,2967.8432809781034,-171.3231,137.33298,7.9547596,28.53364,2.6904237,-0.5032654,-2.9567096,-1.1481973,-6.1525826,-2.3970332,-5.854901,-2.1742196,-5.340977,-2.7799237,-1.568976,1.2956561,-3.4121358,-0.90382934,2.6215575,-0.09373206,country
70286,2253.4147941386177,4799.531148038718,-68.57479,101.349686,-16.8994,51.507862,-10.240494,20.057524,-21.787128,15.519599,-18.788992,16.342648,-17.896717,12.110843,-13.195823,3.8828955,-8.877574,5.021826,-9.8212,6.5356474,-4.506609,-1.8112198,country
44079,1729.7885870910534,3359.5210878589037,-162.78079,119.89015,-2.9078405,20.50893,27.810162,5.4901705,6.040869,1.1912665,-3.696575,0.35227874,4.4168353,-0.41024783,2.4561374,2.1403534,-1.6048268,3.623599,-3.4616487,-2.5604692,5.6417513,-3.6429384,country
69168,2321.8879492685483,4580.651883791328,-120.417076,95.35442,-6.0252705,25.163818,20.953636,-7.1270046,8.549671,2.433669,-14.656027,9.28693,-2.3609252,-3.1556687,0.61143744,-4.4182873,-7.4542427,-0.44656545,-3.5862525,-5.0221786,-2.5233455,-4.7562504,country
36307,1270.301226914328,2498.1929628589037,-194.23514,151.79347,-3.0450048,29.49471,9.111863,5.9693475,3.7879229,3.7599015,-5.853435,1.5923065,-3.765781,0.9401922,1.9712703,-2.2243295,3.3521788,3.7439477,-1.1339498,2.2293499,3.3601303,-4.146596,country
69507,2505.851670781852,5480.083979104424,-19.763226,76.64638,-4.8265233,32.238724,7.710495,17.18376,-1.4951018,9.149329,2.7572663,9.145538,-2.65431,7.5196233,0.38755095,4.968522,2.8406253,1.9047852,2.4618194,6.393257,-3.3538883,6.306531,country
80337,2335.089633019831,4839.225184889791,-50.79226,96.71365,-24.325329,66.08503,-14.700228,24.393627,-21.029589,12.470779,-18.150885,13.2603655,-12.813219,9.800076,-11.347793,4.9309916,-7.85657,5.746793,-10.303589,3.7309492,-3.2364686,0.3896275,country
62357,1784.0387310049896,3556.0594456931553,-165.54424,117.90449,-33.605473,42.598934,-1.3801007,3.827964,7.166964,-7.171045,-1.6472126,0.8621202,-12.5100975,2.8849213,-12.365844,-1.3205845,-6.6287045,-8.863541,-5.122061,-8.087145,-4.263749,-0.15570077,country
63531,2634.223606489956,5808.127730296549,-111.62214,82.249146,13.051351,31.925337,23.684826,-0.53294593,12.03311,3.6621606,-5.7393713,3.3419154,1.4315193,0.7713819,0.54974717,-1.1433071,-1.7450073,0.5581425,-2.3293762,-4.618243,-0.6183298,-4.9373837,country
47148,1534.0502232319088,3117.7596727269433,-207.24358,130.93799,-18.507269,33.30124,-3.9344974,15.381376,-6.3937964,2.948602,-16.781153,7.0790553,-8.595193,4.799718,-12.249361,-1.013585,-4.545796,-6.067825,-5.5366726,-2.3692822,-6.538889,-5.899745,country
70452,2449.7536777060777,5042.957930775087,-102.86877,85.33853,-4.320379,30.584402,3.014872,-1.9487438,4.437098,3.4139795,-4.2582784,-1.7707374,-3.9678407,-1.357331,-3.7603476,-5.1723924,-2.89008,-0.26617244,-7.4162846,-4.097761,-3.446507,-10.108175,country
63337,2068.869796587892,4098.677845399507,-131.1577,102.98625,-11.529913,17.738117,16.948603,4.441825,1.297201,3.413476,-1.5013239,1.606856,-7.989872,-0.82989705,-8.8802805,-3.843188,-4.493553,-8.938275,-6.387143,-1.5204935,-5.4040165,-8.042571,country
81943,2456.7182165816203,4914.87450832004,-133.27148,78.98001,-5.6516814,35.542175,-7.5470138,7.928214,2.7289066,0.40225095,-1.144252,-1.112553,-7.844963,-1.1714913,-4.817748,-3.1375563,-5.0382576,-1.090216,-0.9750229,-2.464431,1.1565148,-1.8438416,country
80304,2860.0275833530027,6246.1527176080335,-118.0589,74.18072,8.265663,15.447167,6.157882,8.441981,4.111674,5.726584,-1.9592638,3.163399,5.048196,-1.1217973,2.4379733,-1.4263781,-4.732702,-6.3664823,-5.741871,-6.2653623,-4.5188313,-1.005051,country
61625,1964.9561710023686,4059.433457801624,-80.23084,108.203285,-23.831284,52.62174,-6.4135385,15.064379,-17.638653,9.731314,-16.172585,8.904531,-15.960604,8.001686,-10.708485,4.5626245,-4.9659047,3.987245,-9.806828,2.683918,-8.187603,-5.2366796,country
41763,1474.7471732673919,3107.8590623187356,-104.32959,136.42427,-20.962717,52.845562,2.0186977,20.423431,-11.615841,17.667423,-15.739913,11.050941,-11.322823,3.6751554,-6.496439,0.039817225,-2.0384958,2.1921747,-7.117952,1.8479357,1.6751472,-1.4926876,country
88999,2530.4998439482647,5070.286613163428,-101.19267,85.44992,-19.701742,20.570631,9.992324,7.598467,0.10015652,3.40321,0.056307588,1.5763918,-1.4527316,-1.2911736,2.1356747,-4.789595,-0.30900586,-0.43619618,-4.8902736,-2.9875906,1.0863557,-1.4590399,country
44068,1321.6158527095,2589.8631226435614,-183.98439,159.7995,-23.13769,43.02262,-9.470625,8.825905,-1.655859,4.3491726,-13.371262,0.8312216,-13.96949,1.4447737,-7.3807516,0.61156154,-3.3913932,-3.59196,-9.069879,-3.1678321,-4.0732465,-7.0567923,country
73042,2839.25842945996,6047.924011655307,-199.05687,61.1464,9.977332,23.48061,10.260273,0.0013763829,8.017387,1.1231518,-4.8983784,9.487704,-6.3569746,3.8757424,1.6276603,-1.3460345,2.6078076,-3.5877626,1.970142,2.5379186,1.0361693,-0.9794807,country
65570,1701.9620057889879,3244.6606841828598,-102.48181,135.68375,-46.884445,32.738884,-11.159093,23.469542,-9.779004,16.897068,-11.68448,13.215303,-7.182964,4.746213,-8.193244,2.5920856,-2.9957328,6.796082,-2.0677745,3.2836177,0.2703131,-4.2202954,country
25623,894.5392325301367,1639.8291921947505,-250.85716,163.07423,-3.874572,30.153006,5.589062,7.5009394,4.0263863,-2.1164134,-5.477513,-1.0621216,-9.981777,1.8189903,-8.753831,-7.045204,-4.2194414,-8.841708,-7.4066973,-3.300366,-5.1424317,-9.970611,country
33293,1131.0769030321603,2216.987316016531,-229.49329,157.29971,-16.750404,31.881748,-0.10805252,16.648754,1.3576698,12.212551,-3.8637092,6.8358235,-4.267375,1.334136,-5.9014387,-4.0228696,-5.254188,-4.5474114,-6.798796,-4.4025054,-4.1719646,-6.34093,country
54606,1738.8802794251512,3424.7701905996228,-200.06026,109.14048,-5.5424633,48.14052,1.2196507,4.592618,-9.150064,-1.4768001,-11.666416,-5.2047043,-11.545387,4.980433,-4.9844666,-6.054702,-0.6854685,-8.531243,-8.462758,-7.9394197,-7.6054854,-0.38997784,country
39884,1654.4094237766933,3907.9599473426624,-175.00964,115.71357,5.1007953,58.16809,-3.3074548,29.656008,-10.033721,19.65937,-16.311836,13.744991,-8.834569,7.222515,-8.883325,4.751005,-11.4880905,0.920214,-8.160395,1.1886189,-7.9795494,-5.659298,country
88132,2777.4882405051285,5622.539164461282,-61.22267,71.25143,-17.037924,17.114265,5.0512624,-4.2119603,-1.6805953,1.1818885,-0.8543821,4.9677687,-1.7029343,4.8418956,-0.16024254,-2.081926,-0.2735989,-5.3225994,0.23067088,-0.099219985,-3.9456043,-0.92258465,country
56270,1827.8001725934416,3647.521434527262,-339.6467,97.7386,-9.763495,50.972683,7.8148565,11.7211,0.6739256,2.4926808,-4.774001,0.20951863,-5.979658,-2.9014676,-6.1582875,-1.8433903,-5.3552957,-8.310179,-10.716725,-7.7242303,-3.4307604,-6.958146,country
54525,1711.3330130756567,3556.5090949463456,-96.24628,131.92442,-26.341774,35.975464,-22.810158,14.495444,-11.84588,11.81458,-21.22422,11.547976,-12.930902,7.188191,-13.941331,2.953543,-5.02831,1.5337474,-4.3915896,2.5518239,-5.3600473,-5.971149,country
45103,1719.4714520311265,3449.9672024543215,-195.07317,114.25745,0.041475113,38.20062,11.286058,-6.0460644,1.2285591,0.014777494,-15.413632,-3.5779057,-6.12847,-4.5047817,-0.12425667,-4.393803,-9.421525,-10.715926,-6.5454497,-10.0430355,-7.2682366,-4.016517,country
34792,1321.7634741497925,2584.125931246375,-205.06758,140.98952,-8.963082,36.96881,6.427653,14.869449,-4.316956,12.225616,-11.429148,11.85521,-7.8893847,9.911034,-2.3491359,4.4853654,-5.0009084,3.1456816,-4.5268884,2.6499426,-3.1149893,-10.708285,country
46217,1548.9063873637622,3289.384131199246,-167.0067,132.4709,-17.308983,46.921646,-3.638324,20.937962,-8.825932,8.533768,-15.142039,8.106651,-16.94435,6.661936,-10.934709,1.1028371,-6.2920384,-3.6358607,-7.384877,-2.1708195,-3.835291,-9.659088,country
23505,1115.679701025284,2347.685365610499,-265.27094,138.86661,6.1286964,47.477863,-2.3875427,21.051247,4.0907474,17.650286,-12.018799,15.49048,-1.1288153,7.8953514,0.5013699,-0.2252964,-3.868338,4.057453,-3.1072848,3.00667,-1.3925416,-1.4885439,country
62448,1958.9864228599774,4208.1924190654,-116.19743,111.754,-5.2453566,33.98964,-12.460976,4.2414293,-14.408441,8.494257,-8.198441,-1.3370376,-12.551118,-5.0011096,-2.1393461,-1.8339946,-8.265982,-3.0184083,-5.4789276,-2.9580774,-2.6427643,-3.3766387,country
48583,1796.7119762329237,4165.017763921113,-101.29831,120.435974,-0.4128363,49.037693,-15.870198,19.87758,-13.096619,18.572926,-15.718033,15.2437315,-5.916707,6.6559677,-10.362753,7.086759,-8.216911,6.2069874,-8.384228,2.9266834,-6.6580505,-1.3242388,country
63198,2053.1842219986365,4094.547733740574,-130.48167,104.1242,-19.271059,34.147877,5.3975415,-2.171723,-0.72804546,-2.9078915,-5.4620857,4.0693655,-4.4698324,3.5257306,2.1481225,0.19073841,2.6780663,-3.091217,-3.1905007,1.667638,-0.68600965,-4.3751063,country
28389,1240.7101460307892,2413.3841176044084,-277.10757,128.25293,42.42517,37.693504,12.766559,9.593898,-5.988017,-7.539555,-8.03414,-4.942543,-6.532016,-3.6276443,-7.227564,-7.4517097,-1.5754974,1.3886027,3.0774214,2.512724,-1.0510269,-2.7476776,country
57704,2387.97203880899,5391.869097574681,-101.28794,84.11575,7.7757306,30.37274,13.849443,11.625497,-0.11909644,-4.936894,-2.3647227,-1.968338,-8.188103,2.820076,0.5401415,-6.7938085,-4.316278,-4.580699,-9.840426,-5.6853867,-10.4069195,-7.512469,country
79068,2614.3440997684415,5435.626631380511,-153.86862,83.66916,-8.426157,13.954346,13.531212,3.766593,3.0097833,6.355866,2.0779023,2.0688813,3.1684868,-0.48438066,-3.0256164,-4.5300026,-5.0442257,-4.9208965,-6.126287,-1.672101,0.4519232,-1.5518768,country
28445,1373.6283725007324,3070.4965401138343,-178.47949,130.10803,12.076068,47.04983,2.6116683,24.099432,-4.6253734,22.778528,-10.929766,13.5343075,-6.806914,8.726394,-6.0959053,4.0816507,-5.155068,7.86254,-5.255989,3.9590065,-3.1323972,-4.381459,country
39303,1553.0252624967886,3167.3210126341355,-204.6437,121.9171,-17.759083,46.325153,-1.8045647,17.017439,-14.691548,14.671546,-19.392052,10.927665,-13.475389,1.1953367,-6.2094736,-1.688682,-8.694302,-2.5130575,-11.337748,0.1853622,-7.2900896,-7.5059657,country
85945,2807.9125120088343,6023.044502707776,-23.201927,71.15687,1.576013,24.438925,16.31995,4.576767,-3.8856645,17.993046,-3.3505054,2.4355412,2.9157155,0.8152116,-1.109284,0.109074004,-3.3491633,0.18941297,-1.2112297,-1.5178908,-2.7241652,-2.1066608,country
40478,1327.7101968688298,2755.833658098898,-217.11804,136.18945,-10.363229,51.37767,2.5987277,15.119396,-0.6796671,12.281108,-6.2290373,7.8030834,-5.412613,3.6122775,-2.7987614,-0.3498293,-0.56049323,0.3626773,-2.2479203,-2.4954123,4.185377,0.3453779,country
50740,1861.4546090166984,3769.3680553037993,-197.70268,106.49648,-4.43353,37.656403,-0.8653613,-0.9621034,-3.4531174,-0.049805347,-9.302802,-5.1777244,-4.2500987,-3.5460408,-1.3531574,-7.1248527,-1.6266911,-2.4774737,-5.0505986,0.29088065,1.0706693,-1.6446807,country
34818,1535.4059362560915,3510.478334360499,-185.0634,120.51211,29.72023,56.37222,-3.0282521,22.213934,-10.350042,20.05312,-13.679162,9.170144,-6.4301696,3.3002446,-8.732939,5.00331,-9.221928,3.7827616,-10.196795,5.906747,-4.4166927,1.5806307,country
23430,858.1117097118622,1446.105305611949,-328.71906,167.03047,13.017289,28.82563,11.251772,14.431291,11.699715,7.801415,-11.720728,2.3800793,-8.350319,-3.852792,-6.7398524,-5.761217,-8.242395,-4.5422,-1.0535567,-4.6027017,-2.859498,-2.230309,country
30270,1044.7200862613543,1947.6307596795243,-209.33365,167.1017,-20.841473,36.802998,10.272972,3.9958637,-5.6698804,-4.62579,-6.24442,-4.1741786,-6.6804767,-3.262622,-7.9688377,-4.062071,-4.992198,-4.503895,-4.003857,-6.397244,-5.915193,-8.175333,country
42896,1563.379265456542,3233.794160564095,-193.73314,125.576965,-20.9451,46.33686,-2.690848,12.840513,-6.60264,10.736067,-10.919578,6.1234145,-9.441397,5.165986,-3.6614394,0.33287603,-8.01183,0.4024627,-6.5251374,1.1832974,0.72748876,-5.201876,country
45914,1596.3192351340858,3291.640704303219,-146.03407,124.633896,-17.923775,49.246246,-0.1637266,22.783909,-7.1801286,16.748545,-9.713227,15.436434,-7.6325006,10.91541,-3.4583285,5.428927,-4.9343195,5.120984,-8.048677,2.6393723,-1.859374,-3.4213564,country
75352,2187.1340254846773,4840.865571980134,-60.91825,105.47955,-16.908377,40.71573,-15.026839,36.03335,-12.812083,17.487259,-16.74124,11.763029,-10.137154,13.196802,-12.209422,2.3499117,-12.19226,6.4409447,-1.7899197,6.3283563,-1.3317654,-2.7994843,country
68427,2116.937132007475,4349.140806264501,-104.13797,105.87117,-14.327592,36.710423,-10.330669,16.791773,-6.818429,8.1312,-4.4643703,0.98136383,-10.00695,0.375473,-1.7045555,2.9751778,-0.8930394,-3.0609682,-4.453873,-6.516971,-8.4499,-2.775298,disco
75922,2565.721387688884,5520.260613036543,-226.30965,78.28396,7.823921,53.82357,-1.1362892,11.305401,-7.822294,24.358284,-14.937524,18.476454,-19.13242,6.134009,-10.059033,5.2873373,-11.680582,3.321342,-11.270045,1.3897383,-10.697609,-4.3340993,disco
63680,2218.89166415782,4882.1333812173725,-182.10768,103.43044,-18.188179,31.197874,-12.529231,18.83884,-12.868975,19.372463,-17.702715,18.49203,-14.3258095,11.538478,-11.6294775,5.593186,-8.042038,0.26590812,-8.087152,2.7225962,-3.2905133,3.50625,disco
72632,2330.184617913994,4644.4354630401685,-71.29619,97.73015,-18.382889,8.58388,5.191988,-0.9440431,0.4582463,1.6218204,-4.7838345,0.061743174,-0.5539028,-4.4585657,-5.319331,-4.7845674,-4.6027565,-5.980085,-2.898809,-3.4326522,-2.5663898,-3.0406659,disco
74585,2418.030526971729,5386.464979698376,-91.60158,99.44184,-8.968846,40.157185,-18.011232,22.539669,-21.947449,15.766947,-25.639263,17.657347,-13.664313,15.622414,-15.459025,4.50178,-10.141647,0.4583962,-10.141387,4.7843404,-6.8877597,-0.9881249,disco
102290,2617.495747563951,4986.227183330917,-105.02221,80.18619,-41.07682,54.00217,-8.363625,25.715181,-12.457802,28.7062,-15.013625,15.607914,-7.6197176,12.427018,-7.360461,5.7682076,-9.624188,3.9919095,-7.3489637,3.4337244,-3.510547,-2.9024906,disco
79990,2564.2888412274115,5388.221942521027,-98.18702,92.406166,2.6589994,19.365164,3.5725617,-1.7528336,-1.7048805,-3.1811247,-9.103381,-4.084536,-5.187396,-5.4817677,-4.2330327,-3.7672808,-1.7109783,-5.583857,-4.6922507,-2.7134736,-1.8473064,-3.0993197,disco
59632,1959.074138886108,4352.013565382105,-167.48878,112.504616,-4.578629,37.091393,-8.612248,27.814657,-14.704628,18.51487,-16.473206,13.755432,-13.324283,10.204631,-11.572749,6.7426205,-9.194169,4.8974524,-9.71392,1.5204713,-5.570962,-2.067122,disco
94904,2541.8943744344933,5183.456668720998,-103.8082,92.46262,-27.213505,39.22121,-23.041712,20.625483,-17.76918,18.95148,-15.207714,16.388752,-14.656909,12.241645,-14.979623,8.2305765,-11.895829,1.0182947,-8.907711,5.187953,-6.437976,1.6997778,disco
77833,2457.290836676926,5267.457810687355,-123.83839,89.85542,-1.8465978,51.16645,-16.249851,28.27051,-12.485133,19.029924,-13.273394,18.4808,-13.773316,12.865,-8.755853,8.252399,-8.232474,5.5142913,-8.406771,4.474396,0.31307587,1.8271201,disco
125926,3637.157091722293,7770.988276718387,-26.572124,52.056816,4.1798263,12.867351,16.744804,10.1250925,4.4772744,6.3274975,1.1676531,0.651469,4.6326404,2.135598,-3.3680084,1.6317382,-1.8845645,-1.085848,-0.67264414,2.3921902,4.168654,2.8624425,disco
80612,2403.5943006159314,4900.7438641966355,-62.335667,92.058914,-19.732222,17.626945,-3.195096,5.4077826,-4.0143547,8.878788,-2.508832,3.1547823,-0.5376992,-1.5001122,1.2933992,0.9007559,-1.5845972,-5.3543477,-1.3835872,1.9475479,0.5418235,-3.305436,disco
79804,2825.9872510283517,6233.179503969693,-116.93206,75.749084,-4.2215476,37.290447,-5.3265266,31.37679,-12.156289,22.918865,-11.431437,14.620312,-13.048336,13.39182,-13.217568,8.250452,-15.219112,9.844793,-6.203882,8.005423,-8.028848,4.383463,disco
89167,2449.2386358180374,5184.522503987819,-81.76209,97.61369,-27.614212,36.65628,-17.259203,30.749075,-15.952651,20.968424,-16.221739,17.413185,-13.36976,15.092774,-10.377819,10.259844,-8.392493,4.796943,-7.946557,2.2936845,-7.1191573,1.7661747,disco
61235,1937.51088284663,4163.010995957801,-143.2467,122.61794,-23.91729,28.138706,-23.6903,23.092947,-17.904812,18.74588,-18.637712,18.351133,-13.917981,9.725552,-12.233233,4.943434,-8.383514,5.477707,-7.868044,3.9424798,-5.717735,-0.63769937,disco
112474,2590.895265318272,5061.243667071491,-70.546455,90.5021,-48.06134,36.66895,-17.682129,21.58345,-30.1917,24.033106,-20.45255,14.4755535,-18.49691,9.121701,-12.047788,6.267944,-11.54888,4.907653,-7.8757615,-0.6456132,-4.3571424,0.19584945,disco
68706,2117.6008935704253,4198.641535854118,-95.04604,109.33905,-30.173489,16.371214,20.041512,11.963911,3.4903235,6.177454,5.204814,8.618461,0.33158273,0.3817096,0.53766817,-1.7974901,0.9790291,-0.05615961,-3.6710413,-2.144687,-3.6547704,-4.406935,disco
131528,3715.1863608882204,7728.130041418938,-20.493902,53.692123,5.9808583,10.135653,17.066591,9.531477,4.6186805,6.3997,-0.3361653,1.728475,3.676064,-0.77743125,-5.881969,2.3283489,0.36691988,2.743568,-0.52999043,-1.2045475,0.24779318,-1.2764972,disco
119837,3653.6600399416443,7835.304773600638,-65.76851,52.818348,16.573313,12.561864,5.6153107,8.380825,-0.6204212,-0.61569375,-4.0818486,0.68219984,-7.784732,-1.8936242,-7.254853,-5.2742314,-3.0502172,-4.351326,-2.5462747,0.72125536,-0.31364244,2.9274375,disco
91824,3075.0244878578837,6847.716803672419,-58.97564,68.86752,-8.4672365,3.6156864,5.068394,3.2651877,13.515075,-1.3705547,1.667458,3.7045982,-3.7095897,-0.32859457,-2.8358057,-8.798724,-4.4893675,-6.4030643,0.45779946,-2.2721584,2.9838636,-0.031933777,disco
85310,2376.0247896611013,5006.06171149942,-45.837555,101.74323,-32.09262,34.283173,-17.53784,32.31909,-15.645128,22.03721,-16.113321,18.675735,-13.077868,16.480183,-9.910721,11.569508,-7.749476,6.1278367,-7.369994,3.5756323,-6.621385,2.844858,disco
74585,2418.030526971729,5386.464979698376,-91.60158,99.44184,-8.968846,40.157185,-18.011232,22.539669,-21.947449,15.766947,-25.639263,17.657347,-13.664313,15.622414,-15.459025,4.50178,-10.141647,0.4583962,-10.141387,4.7843404,-6.8877597,-0.9881249,disco
81707,2446.973203805007,4958.0408366263055,-123.33121,86.98849,-22.510227,6.9424696,8.465197,12.644246,-0.85528237,-0.83469903,-3.260673,2.6243713,-0.7705084,-0.41433412,-3.8346293,-5.653469,-1.842916,0.12024577,-1.0585828,4.495865,-0.98010224,-5.2599206,disco
73515,2218.099825491157,4744.0410994598315,-109.57258,104.138245,-16.223967,45.349792,-10.189361,25.546942,-17.15656,22.264032,-16.843859,16.527618,-12.082588,8.661933,-8.848722,5.2406054,-9.293186,3.450381,-7.893233,1.5243012,-4.043597,-0.11666929,disco
77910,2309.274600517877,4945.325754966648,-56.88446,97.001236,-17.859026,44.92799,-6.9238253,23.798044,-23.31005,25.989113,-10.4754715,10.442651,-15.224969,10.02523,-9.1656065,3.732041,-9.3840885,3.4741101,-8.042428,1.6562904,-6.0217795,4.4040995,disco
61992,2207.5083642922987,5074.241861223898,-130.04456,102.52376,-4.447379,50.05028,-15.527548,32.12771,-18.167599,24.282225,-11.898268,13.758483,-12.887311,7.271593,-9.363437,4.602442,-9.572756,4.2411375,-4.685521,-0.45100138,-6.8749757,4.7550745,disco
